x,y,is_stop,stop_name
126.925904,37.513685,1,대방역
126.9258901,37.51361,0,
126.9259152,37.5135441,0,
126.9259658,37.5135027,0,
126.9260813,37.5134689,0,
126.9262027,37.5134703,0,
126.9263165,37.5135185,0,
126.9264044,37.5135796,0,
126.9264802,37.5136887,0,
126.9266367,37.5139377,0,
126.9268463,37.5142341,0,
126.9276602,37.5153021,0,
126.9286659,37.5167374,0,
126.928828,37.5170191,0,
126.9288865,37.5171036,0,
126.9291127,37.517304,0,
126.9302512,37.518026,1,샛강역3번출구
126.931757,37.518967,0,
126.9323156,37.5193084,0,
126.9325551,37.5194564,0,
126.9328649,37.5197578,0,
126.932908,37.5199114,0,
126.9328604,37.5200731,0,
126.9327675,37.5202435,0,
126.932148,37.520878,1,여의도한양아파트
126.930541,37.522503,1,여의도수정아파트
126.9288533,37.5242087,0,
126.9288178,37.5243166,0,
126.9288617,37.5244161,0,
126.930006,37.52512,1,삼부아파트
126.9324054,37.5266106,0,
126.9324828,37.5267375,0,
126.9325036,37.5268638,0,
126.9324793,37.5269807,0,
126.9324322,37.5271154,0,
126.9323831,37.5271904,0,
126.9323022,37.5272527,0,
126.9321068,37.527397,1,여의나루역2번.한강버스선착장
126.9317536,37.5276087,0,
126.9315729,37.5277414,0,
126.9309493,37.5282976,0,
126.9303923,37.5286955,0,
126.9297672,37.5291423,0,
126.929282,37.52936,0,
126.9288184,37.5295624,0,
126.9279266,37.5299986,0,
126.9275467,37.5301937,0,
126.9268064,37.5305041,0,
126.9261719,37.5307516,0,
126.9258705,37.530813,0,
126.9257248,37.5308165,0,
126.9255286,37.5307846,0,
126.925352,37.5307321,0,
126.925104,37.5306399,0,
126.9245194,37.5302757,0,
126.9241954,37.5300762,1,여의도순복음교회비전센터
126.922651,37.529108,1,기계회관
126.920868,37.528002,1,산업은행본점
126.9195899,37.527206,0,
126.9195448,37.5271966,0,
126.9194313,37.5272226,0,
126.9177132,37.5290276,0,
126.9175003,37.5290993,0,
126.9172696,37.5291113,0,
126.9169973,37.5289557,0,
126.9168956,37.5288025,0,
126.9169476,37.5285853,0,
126.9175462,37.5279842,1,국회의사당역5번출구
126.9184138,37.5271296,0,
126.9191907,37.5266414,0,
126.9198623,37.525958,0,
126.9213492,37.5244559,0,
126.9217399,37.5240497,0,
126.9222578,37.5235277,0,
126.9229729,37.5228201,0,
126.9237655,37.521974,0,
126.9241334,37.5213336,0,
126.9242635,37.521221,0,
126.9248443,37.5206391,1,여의도역6번출구
126.9260713,37.519399,0,
126.9268241,37.5186179,1,샛강역4번출구.여의도자이
126.9279575,37.517435,0,
126.9281942,37.517132,0,
126.9282543,37.5167956,0,
126.9269026,37.5148535,0,
126.9265007,37.5144306,0,
126.925904,37.513685,1,대방역
